Height;Volume
0;0
16;41
31;96
47;158
62;228
79;306
95;391
110;484
126;583
142;689
157;801
173;919
189;1042
204;1172
220;1305
236;1445
252;1589
268;1737
283;1890
299;2046
314;2206
330;2371
346;2539
361;2710
377;2884
394;3061
409;3241
423;3405,68374824471
424;3415,68374824471
428;3461,0225972672
429;3471,0225972672
433;3520,03519286849
435;3548,75835394428
437;3568,75835394428
439;3588,75835394428
443;3304,26749606833
446;3681,42551962743
452;3751,14559897423
453;3761,14559897423
460;3851,4088810197
467;3934,75193862036
468;3944,75193862036
478;4069,94526178554
482;4179,30224505443
486;4179,30224505443
487;4189,30224505443
488;4199,30224505443
492;4241,60346210114
498;4324,53411105896
499;4334,53411105896
506;4415,0140980105
513;4503,72534559468
515;4532,30327443979
517;4552,81902130788
525;4654,87566797495
526;4674,87566797495
527;4684,87566797495
528;4694,87566797495
534;4772,26609366828
536;4799,70789759276
540;4846,49528805488
541;4856,49528805488
554;5018,28967312476
562;5131,86471658585
567;5196,39064867403
569;4889,63092061908
573;5272,76761901004
574;5282,76761901004
575;5292,76761901004
576;5312,76761901004
578;5332,95220504503
579;5342,95220504503
582;5390,43119017725
583;5403,50101642585
589;5479,51607401367
599;5612,50220926482
604;5680,16979659281
607;5719,00641502095
610;5757,44211967524
617;5859,77160468612
618;5874,06916534884
619;5884,06916534884
620;5894,06916534884
625;5958,70854426096
632;6049,04454118267
640;6155,9866223948
641;6165,9866223948
642;6186,34965437369
647;6248,34949894154
650;6356,46885882489
654;6356,46885882489
659;6427,30945221545
661;6450,36537019385
666;6512,05822345691
670;6606,01849450767
673;6606,01849450767
678;6673,89440834256
681;6788,63537743698
689;6488,62167146911
692;6870,97351079572
695;6915,12494962137
705;7041,31943133423
712;7142,30011869031
718;7218,50062811417
720;7244,93476358528
730;7386,47368068046
731;7406,55015992156
735;7462,7301206579
738;7515,75340235817
739;7525,75340235817
741;7567,13477278236
744;7587,13477278236
748;7654,49287787754
750;7758,61522439057
756;7758,61522439057
760;7821,30337033015
765;7940,50039705191
769;7940,50039705191
771;7970,30785055528
772;7980,30785055528
773;8000,30785055528
776;8094,14956620882
779;8094,14956620882
785;8180,06615140627
792;8302,25476765738
794;8302,25476765738
798;8364,81910087467
799;8378,54073333653
803;8450,65397507504
804;8450,65397507504
805;8468,69768862011
807;8155,28833813578
808;8505,5576697731
811;8551,4527869371
812;8563,8783106768
815;8606,16116169755
816;8626,16116169755
822;8717,84406476852
824;8758,8478877582
825;8758,8478877582
826;8765,43817608554
827;8811,2754789694
830;8821,2754789694
831;8845,6884141513
834;8884,53987209771
838;8939,77826377534
840;8970,7864212502
841;8980,7864212502
845;9045,00514732646
846;9049,380863886
847;9063,7331736664
848;9078,14284676413
849;9099,50612683515
855;9177,55181945224
856;9244,25627587569
858;9220,35302018725
859;9244,25627587569
860;9254,25627587569
861;9264,25627587569
864;9309,8320261988
866;9332,8352168438
867;9381,2833567907
872;9423,22673879641
873;9495,72245753245
877;9495,72245753245
878;9512,48335093959
879;9526,715118284
880;9536,7608126032
882;9568,72169893156
883;9578,72169893156
886;9629,5761582382
889;9685,34215853034
890;9685,34215853034
893;9723,5986564654
896;9773,6248448634
898;9799,11379592488
901;9852,2425438779
904;9903,48600046945
905;9903,48600046945
908;9948,74702533164
909;9966,852474327
911;10001,4507866916
913;10033,0671114777
914;10043,0671114777
915;10053,0671114777
918;10097,1239534828
919;10116,4231439637
921;10149,966958482
922;10159,966958482
924;10218,4830744041
925;10208,4062728748
927;10299,6716852857
928;10244,8859548902
931;10293,2487858791
936;10367,1768757149
937;10375,2974378854
938;10385,2974378854
944;10473,3316334706
945;10493,3316334706
946;10503,3316334706
951;10585,4765100773
952;10605,4765100773
953;10621,7563738758
955;10691,3806701423
958;10691,3806701423
965;10800,2847376212
966;10810,2847376212
970;10878,471282203
972;10917,3504775402
973;10923,0200858925
974;10927,3504775402
978;10998,3258074554
979;11008,3258074554
983;11076,2171129745
984;11088,8592474176
986;11125,4552049973
988;11156,2126032733
989;11166,2126032733
991;11190,7227451793
992;11210,7227451793
993;11220,7227451793
994;11232,1809689089
995;11253,4703464867
996;11268,9190106327
1000;11333,9668523168
1001;11333,9668523168
1002;11351,2536964357
1004;11447,8913654014
1009;11509,2377672651
1013;11509,2377672651
1015;11537,4889304511
1016;11549,1936838161
1017;11571,1755848063
1018;11590,5947362597
1020;11600,5947362597
1025;11683,8130730107
1026;11693,8130730107
1029;11741,6207791751
1032;11834,299475119
1033;11815,2127630841
1034;11488,6216714691
1036;11861,0588448386
1037;11871,0588448386
1042;11942,8579297062
1044;11979,8192480356
1045;11989,930891898
1047;12018,1426328397
1053;12107,4562778914
1054;12115,0626043999
1055;12136,2506797
1056;12174,5570285904
1057;12174,5570285904
1058;12192,0348264234
1060;12233,4248695751
1062;12241,9499660652
1066;12320,6969854478
1067;12320,6969854478
1072;12398,2894331269
1073;12421,8457734199
1074;12430,5828320977
1080;12516,7762738096
1081;12531,7263760359
1087;12626,7823774198
1089;12685,3967085398
1091;12685,3967085398
1098;12825,3685734338
1100;12825,3685734338
1102;12846,2935214465
1104;12887,8055999749
1107;12936,7609229609
1108;12946,7609229609
1109;12962,9018349074
1110;12972,9018349074
1111;12992,2692311256
1113;13063,5861670158
1115;13063,5861670158
1116;13073,5861670158
