Height;Volume;Time
0;0
10;14
19;32
28;53
37;76
47;102
57;130
66;161
75;194
85;230
94;267
104;307
114;348
123;391
132;436
141;482
151;530
161;580
170;631
179;683
188;736
198;791
208;847
217;904
226;962
236;1022
245;1082
255;1143
256;1149,77777777778
290;1380,77777777778
294;1408
297;1427,5
298;1434
299;1440,5
300;1447
302;1460
312;1526
313;1533,44444444444
314;1540,88888888889
316;1555,77777777778
317;1563,22222222222
318;1570,66666666667
319;1578,11111111111
324;1615,33333333333
326;1630,22222222222
329;1652,55555555556
330;1660
331;1667,44444444444
332;1674,88888888889
333;1682,33333333333
334;1689,77777777778
336;1704,66666666667
338;1719,55555555556
341;1740,8
342;1747,7
343;1754,6
344;1761,5
345;1768,4
347;1782,2
348;1789,1
350;1802,9
352;1816,7
353;1823,6
354;1830,5
355;1837,4
356;1844,3
357;1851,2
359;1865
360;1872,66666666667
361;1880,33333333333
362;1888
363;1895,66666666667
364;1903,33333333333
368;1934
371;1957,66666666667
372;1965,55555555556
375;1989,22222222222
376;1997,11111111111
377;2005
378;2012
379;2019
386;2068
387;2075
388;2082,88888888889
390;2098,66666666667
391;2106,55555555556
393;2122,33333333333
394;2130,22222222222
395;2138,11111111111
396;2146
397;2153,2
398;2160,4
401;2182
403;2196,4
404;2203,6
411;2258
412;2266
413;2274
414;2282
415;2290
417;2304,4
418;2311,6
419;2318,8
422;2340,4
424;2354,8
425;2362
426;2370,22222222222
429;2394,88888888889
431;2411,33333333333
432;2419,55555555556
434;2436
440;2484,66666666667
442;2500,88888888889
446;2531,2
448;2546
449;2553,4
451;2568,2
452;2575,6
453;2583
454;2590,4
457;2612,6
461;2642,2
462;2649,6
463;2657
464;2665,33333333333
465;2673,66666666667
467;2690,33333333333
468;2698,66666666667
469;2707
471;2723,66666666667
475;2756,66666666667
476;2764,88888888889
477;2773,11111111111
478;2781,33333333333
480;2797,77777777778
481;2806
482;2814,44444444444
483;2822,88888888889
485;2839,77777777778
486;2848,22222222222
487;2856,66666666667
494;2912
496;2927
497;2934,5
498;2942
501;2964,6
502;2972,2
503;2979,8
504;2987,4
505;2995
506;3002,6
509;3025,4
510;3033
511;3041,44444444444
512;3049,88888888889
514;3066,77777777778
515;3075,22222222222
516;3083,66666666667
517;3092,11111111111
518;3100,55555555556
520;3117,55555555556
521;3126,11111111111
522;3134,66666666667
524;3151,77777777778
526;3168,88888888889
527;3177,44444444444
528;3186
531;3209,1
535;3239,9
536;3247,6
538;3263
541;3288,66666666667
542;3297,22222222222
545;3322,88888888889
546;3331,44444444444
549;3355,4
550;3363,1
551;3370,8
552;3378,5
553;3386,2
555;3401,6
556;3409,3
557;3417
559;3434,33333333333
560;3443
561;3451,66666666667
562;3460,33333333333
564;3477,66666666667
565;3486,33333333333
569;3521
570;3529,66666666667
572;3547
573;3555,66666666667
574;3564,33333333333
576;3580,7
578;3596,1
579;3603,8
580;3611,5
582;3626,9
585;3650
588;3676,33333333333
589;3685,11111111111
590;3693,88888888889
591;3702,66666666667
592;3711,44444444444
593;3720,22222222222
594;3729
595;3740,6
597;3763,8
598;3775,4
602;3821,8
603;3833,4
604;3845
605;3853,2
606;3861,4
609;3886
610;3894,2
612;3910,6
616;3945,66666666667
618;3964,33333333333
619;3973,66666666667
620;3983
622;4001,66666666667
623;4011
624;4020,44444444444
626;4039,33333333333
628;4058,22222222222
629;4067,66666666667
630;4077,11111111111
631;4086,55555555556
633;4105,55555555556
634;4115,11111111111
635;4124,66666666667
638;4153,33333333333
639;4162,88888888889
640;4172,44444444444
641;4182
642;4190,7
643;4199,4
645;4216,8
646;4225,5
649;4251,6
650;4260,3
651;4269
652;4277,7
654;4295,1
656;4312,5
660;4347,3
661;4356
662;4365,77777777778
663;4375,55555555556
666;4404,88888888889
667;4414,66666666667
668;4424,44444444444
673;4474,33333333333
674;4484,44444444444
675;4494,55555555556
676;4504,66666666667
679;4535
680;4544
681;4553
683;4571
684;4580
685;4589
688;4616
689;4625
690;4635,33333333333
692;4656
693;4666,33333333333
696;4697,33333333333
697;4707,66666666667
700;4736,6
701;4745,9
703;4764,5
704;4773,8
705;4783,1
708;4811
709;4821,66666666667
710;4832,33333333333
711;4843
712;4853,66666666667
713;4864,33333333333
714;4875
715;4885,66666666667
716;4896,33333333333
717;4907
718;4917,88888888889
719;4928,77777777778
723;4972,33333333333
724;4983,22222222222
725;4994,11111111111
726;5005
728;5024,8
729;5034,7
730;5044,6
731;5054,5
732;5064,4
733;5074,3
734;5084,2
736;5104
738;5126,66666666667
739;5138
740;5149,33333333333
741;5160,66666666667
744;5194,66666666667
746;5216,5
747;5227
748;5237,5
749;5248
750;5258,5
751;5269
752;5279,5
753;5290
755;5311
756;5322,77777777778
757;5334,55555555556
758;5346,33333333333
759;5358,11111111111
760;5369,88888888889
761;5381,66666666667
762;5393,44444444444
763;5405,22222222222
769;5472,5
770;5483,6
771;5494,7
772;5505,8
773;5516,9
775;5540,66666666667
776;5553,33333333333
778;5578,66666666667
781;5616,66666666667
783;5642
784;5655,11111111111
785;5668,22222222222
786;5681,33333333333
787;5694,44444444444
793;5772,1
794;5784,2
795;5796,3
796;5808,4
798;5832,6
799;5844,7
801;5868,9
802;5881
803;5885,8
804;5890,6
805;5895,4
806;5900,2
808;5909,8
811;5924,2
812;5929
816;5951,22222222222
817;5956,77777777778
818;5962,33333333333
821;5979
823;5990,77777777778
824;5996,66666666667
825;6002,55555555556
826;6008,44444444444
827;6014,33333333333
828;6020,22222222222
829;6026,11111111111
830;6032
831;6037,4
834;6053,6
836;6064,4
837;6069,8
839;6080,6
841;6092,22222222222
842;6098,44444444444
843;6104,66666666667
844;6110,88888888889
845;6117,11111111111
846;6123,33333333333
847;6129,55555555556
852;6159,4
853;6165,2
855;6176,8
856;6182,6
857;6188,4
858;6194,2
859;6200
862;6220
863;6226,66666666667
864;6233,33333333333
867;6253,33333333333
869;6266,66666666667
870;6273,33333333333
871;6280
872;6286,66666666667
873;6293,33333333333
874;6300
875;6306,66666666667
876;6313,33333333333
877;6320
879;6332,4
880;6338,6
881;6344,8
882;6351
884;6363,4
885;6369,6
886;6375,8
887;6382
889;6396
890;6403
893;6424
894;6431
895;6438
896;6445
898;6457,8
905;6502,6
906;6509
907;6516,22222222222
909;6530,66666666667
910;6537,88888888889
912;6552,33333333333
913;6559,55555555556
914;6566,77777777778
915;6574
916;6580,6
917;6587,2
918;6593,8
919;6600,4
920;6607
922;6620,2
923;6626,8
924;6633,4
927;6654,66666666667
928;6662
929;6669,33333333333
930;6676,66666666667
931;6684
934;6706
935;6713,44444444444
936;6720,88888888889
938;6735,77777777778
939;6743,22222222222
940;6750,66666666667
941;6758,11111111111
943;6773
944;6779,8
946;6793,4
947;6800,2
949;6813,8
950;6820,6
951;6827,4
954;6847,8
959;6881,8
960;6888,6
961;6895,4
962;6902,2
964;6916,55555555556
966;6931,66666666667
967;6939,22222222222
968;6946,77777777778
969;6954,33333333333
972;6977
973;6984,77777777778
975;7000,33333333333
977;7015,88888888889
979;7031,44444444444
980;7039,22222222222
981;7047
983;7060,8
985;7074,6
990;7109,1
994;7139
995;7146,66666666667
998;7169,66666666667
1001;7185,5
1002;7186
1003;7186,5
1004;7187
1005;7187,5
1006;7188
1008;7189
1009;7189,5
1013;7215
1014;7223,33333333333
1015;7231,66666666667
1016;7240
1017;7248,33333333333
1018;7256,66666666667
1021;7281,66666666667
1023;7298,33333333333
1024;7306,66666666667
1025;7315
1026;7323,33333333333
1027;7331,66666666667
1028;7340
1033;7377
1035;7391,8
1036;7399,2
1037;7406,6
1038;7414
1040;7430,44444444444
1041;7438,66666666667
1043;7455,11111111111
1044;7463,33333333333
1045;7471,55555555556
1046;7479,77777777778
1047;7488
1048;7495,4
