Height;Volume;Time
1053;7532,4
1055;7547,2
1058;7570,11111111111
1059;7578,22222222222
1060;7586,33333333333
1061;7594,44444444444
1062;7602,55555555556
1064;7618,77777777778
1065;7626,88888888889
1066;7635
1067;7643,11111111111
1068;7651,22222222222
1069;7659,33333333333
1070;7667,44444444444
1071;7675,55555555556
1072;7683,66666666667
1073;7691,77777777778
1074;7699,88888888889
1075;7708
1076;7715,3
1077;7722,6
1079;7737,2
1080;7744,5
1081;7751,8
1085;7781
1087;7797
1088;7805
1089;7813
1090;7821
1091;7829
1093;7845
1095;7860,1
1098;7881,4
1099;7888,5
1101;7902,7
1102;7909,8
1103;7916,9
1104;7924
1105;7931,1
1106;7938,2
1107;7945,3
1108;7952,4
1109;7959,5
1112;7980,8
1114;7995
1118;8026,55555555556
1120;8042,33333333333
1122;8058,11111111111
1123;8066
1124;8073,77777777778
1125;8081,55555555556
1126;8089,33333333333
1128;8104,88888888889
1129;8112,66666666667
1130;8120,44444444444
1135;8157
1136;8164
1138;8178
1140;8192
1142;8206
1143;8213,66666666667
1144;8221,33333333333
1145;8229
1146;8236,66666666667
1147;8244,33333333333
1150;8267,33333333333
1152;8281,8
1153;8288,6
1155;8302,2
1156;8309
1157;8315,8
1158;8322,6
1166;8380,22222222222
1168;8395,11111111111
1170;8410
1171;8417,44444444445
1172;8424,88888888889
1173;8432,33333333333
1174;8439,77777777778
1175;8447,22222222222
1177;8462,11111111111
1181;8490,2
1184;8510
1188;8536,4
1190;8550,22222222222
1192;8564,66666666667
1194;8579,11111111111
1197;8600,77777777778
1198;8608
1200;8620,8
1203;8640
1204;8646,4
1206;8659,2
1208;8672
1210;8686,22222222222
1212;8700,44444444445
1213;8707,55555555555
1217;8736
1218;8742,88888888889
1220;8756,66666666667
1223;8777,33333333333
1225;8791,11111111111
1233;8840,7
1234;8846,8
1236;8859
1239;8879
1240;8885,66666666667
1243;8905,66666666667
1245;8919
1246;8924,9
1247;8930,8
1249;8942,6
1254;8972,1
1256;8984,22222222222
1258;8996,66666666667
1259;9002,88888888889
1261;9015,33333333333
1262;9021,55555555555
1264;9034
1267;9050,8
1268;9056,4
1269;9062
1271;9073,2
1273;9084,4
1277;9107,66666666667
1279;9119,44444444445
1282;9137,11111111111
1287;9163,8
1288;9169
1289;9174,2
1291;9184,6
1293;9195
1296;9212
1298;9223,33333333333
1299;9229
1301;9240,33333333333
1303;9250,8
1321;9340
1324;9354,66666666667
1338;9417,6
1361;9511,22222222222
1368;9540
1377;9575
1387;9608
1396;9641
1406;9672
1415;9704
1425;9735
1434;9767
1444;9799
1453;9833
1463;9867
1472;9901
1481;9937
1491;9974
1500;10012
