Height;Volume
0;0
19;55
37;128
57;210
75;304
94;408
114;521
132;645
151;777
170;918
188;1067
208;1225
227;1389
245;1562
264;1740
283;1927
302;2118
321;2316
339;2519
359;2729
377;2942
396;3161
415;3385
434;3613
453;3845
472;4082
490;4321
510;4565
519;4738,99307224172
524;4748,99307224172
528;4803,92797689182
535;4955,53097659502
539;4955,53097659502
541;4981,86481536452
544;5031,25170626972
545;5041,25170626972
553;5153,91367820252
560;5246,99259178402
563;5276,99259178402
568;5355,62651559322
575;5447,23927767352
576;5465,21279100961
581;5590,23310514231
593;5687,63391294352
594;5697,63391294352
599;5776,38280119688
606;5864,23501803619
616;6055,1925042508
625;6131,8893330104
627;6161,2276225323
632;6239,9296799023
636;6303,85468948718
640;6349,7269423262
648;6464,17264476986
652;6518,01118582616
653;6528,01118582616
656;6577,01623896036
658;6602,29002587847
662;6654,63088947527
663;6664,64775307674
671;6793,55840542633
673;6826,611700553
681;6941,0872563211
683;6963,7640661289
686;7006,27055995361
691;7098,9711973582
692;7098,9711973582
699;7201,39301392927
700;7211,39301392927
701;7221,39301392927
704;7264,1192471877
705;7356,42015024031
710;7356,42015024031
712;7378,23173441634
713;7394,53144005414
714;7414,53144005414
720;7497,11631320843
721;7519,61878315381
722;7537,26256675651
726;7588,49509960331
728;7665,74704068075
732;7675,74704068075
741;7847,96571639632
748;7907,42160802332
752;7970,52135615385
753;7987,07974647672
766;8186,71578566468
767;8196,71578566468
768;8206,71578566468
769;8226,71578566468
776;8333,97261933145
777;8343,97261933145
786;8483,79930754855
787;8503,79930754855
791;8570,34294396545
793;8653,71868590836
797;8653,71868590836
810;8846,5946252483
811;8969,43617237189
819;8969,43617237189
825;9065,05205571426
826;9084,65730103421
833;9193,61346646386
835;9213,61346646386
841;9318,60725238506
849;9443,60897908252
850;9522,32651825082
854;9517,81993946422
861;9633,99996984811
868;9740,44186115626
874;9837,54992333966
881;9951,52519771286
892;10125,2648579469
895;10167,9172475969
896;10180,0160362758
910;10384,1283119357
912;10419,7428917859
916;10487,1311346376
922;10571,1251064958
926;10640,0394602189
931;10714,8760193257
934;10764,0335686663
940;10869,0798283856
941;10891,108090947
942;10936,3193459786
944;10936,3193459786
945;10949,7532665397
949;11007,7452354793
953;11073,8513949781
958;11160,830929458
964;11258,9355280677
965;11258,9355280677
966;11268,9355280677
973;11381,6553994944
979;11481,9761014694
984;11561,4908830851
989;11650,7582161413
996;11759,8702029187
997;11782,5213135713
1000;11822,0184502792
1006;11918,5856820381
1009;11966,8930116857
1011;12005,2836894522
1012;12015,2836894522
1013;12025,2836894522
1014;12045,2836894522
1018;12114,8950483164
1019;12124,8950483164
1028;12283,6554330372
1035;12397,9523034664
1036;12491,9931541044
1041;12491,9931541044
1043;12523,6796009664
1045;12559,2487666345
1048;12597,7278476999
1052;12652,6333995194
1055;12703,1248177489
1056;12720,9801188565
1057;12740,5180616447
1063;12837,9858086823
1071;12979,8451093409
1072;12979,8451093409
1076;13038,3368327694
1077;13068,3368327694
1078;13078,3368327694
1083;13184,9827698703
1086;13210,1477174914
1092;13324,5621014203
1093;13334,5621014203
1098;13405,3961762349
1104;13499,2179313889
1106;13530,5582321393
1108;13571,0403292178
1119;13738,5961306489
1123;13865,6855651698
1129;13899,5253224918
1133;13970,9554844308
1138;14053,3133278154
1140;14101,6296496265
1141;14101,6296496265
1144;14154,3901161825
1145;14213,4133225811
1147;14213,4133225811
1150;14289,0753729715
1151;14289,0753729715
1158;14388,8586361114
1159;14407,1847283114
1163;14469,6211310532
1164;14498,3827106878
1170;14591,3543544748
1173;14636,6453688966
1178;14733,5766679136
1183;14826,7092819433
1187;14890,7473377889
1190;14940,9961904903
1191;14950,9961904903
1192;14960,9961904903
1195;15010,4266680081
1199;15081,3565514776
1204;15158,7946635747
1205;15168,7946635747
1206;15178,7946635747
1207;15198,7946635747
1214;15309,9440574484
1216;15356,1661994391
1217;15366,1661994391
1218;15376,1661994391
1228;15592,1203206959
1231;15602,1203206959
1234;15693,790545868
1236;15693,790545868
1237;15738,6035607428
1239;15748,6035607428
1241;15778,4133538181
1247;15876,7003727091
1252;15978,1830612184
1253;15978,1830612184
1254;15988,1830612184
1259;16073,8513949781
1262;16140,5420268654
1265;16217,5279957874
1267;16217,5279957874
1270;16254,7125034732
1271;16274,7125034732
1272;16294,7125034732
1281;16440,3296054022
1282;16460,3296054022
1283;16517,5737191225
1285;16517,5737191225
1286;16527,5737191225
1291;16610,713524883
1294;16662,4063790292
1301;16772,9841112797
1307;16885,0597402982
1309;16905,0597402982
1314;16997,8306340109
1315;17007,8306340109
1316;17027,8306340109
1317;17037,8306340109
1319;17083,3784225867
1320;17093,3784225867
1321;17113,3784225867
1322;17123,3784225867
1327;17225,8392846751
1329;17245,8392846751
1337;17474,5894520554
1342;17474,5894520554
1350;17640,5619144862
1353;17650,5619144862
1355;17680,291422767
1359;17740,5180616447
1362;17795,4965652363
1363;17805,4965652363
1368;17895,2360472972
1375;18011,6619094743
1381;18111,1501994151
1382;18188,6863289842
1385;18188,6863289842
1390;18281,0232183523
1393;18330,7907671297
1394;18340,7907671297
1399;18437,2905675725
1400;18447,2905675725
1401;18457,2905675725
1407;18557,65379483
1408;18633,0356972735
1411;18633,0356972735
1412;18643,0356972735
1413;18663,0356972735
1416;18762,7869835505
1419;18762,7869835505
1422;18879,1703423332
1428;18937,7887715346
1431;18947,7887715346
1432;18970,9443862018
1433;18980,9443862018
1438;19070,3034232529
1439;19090,3034232529
1440;19110,7155838659
1441;19120,7155838659
1442;19139,4021755242
1443;19169,6481611528
1450;19288,1172815778
1454;19362,4475639649
1457;19396,5680269248
1458;19426,5680269248
1461;19478,6181673981
1468;19585,5762525899
1470;19649,3543154546
1472;19649,3543154546
1473;19692,2257091734
1474;19692,2257091734
1478;19769,5360232882
1482;19834,9318300399
1483;19844,9318300399
1485;19879,3389480003
1487;19938,5968398304
1488;19938,5968398304
1494;20040,3943251088
1497;20197,3319785739
1505;20207,3319785739
1511;20316,4673518803
1512;20326,4673518803
1513;20336,4673518803
1514;20361,5814214857
1515;20371,5814214857
1518;20430,0182211876
1519;20451,6844738786
1520;20560,4836089673
1526;20570,4836089673
1532;20674,412082718
1533;20684,412082718
1536;20740,338479778
1537;20750,338479778
1538;20846,4417494024
1543;20899,2672531996
1546;20909,2672531996
1549;20966,879226818
1550;20986,879226818
1553;21029,1142306316
1556;21083,4867294363
1557;21114,9759528893
1559;21130,1090899312
1560;21157,5451834066
1561;21167,5451834066
1569;21304,5182791768
1571;21334,5228491562
1576;21412,9954284572
1587;21607,2057944195
1593;21696,0659101796
1596;21756,6549192847
1599;21807,5147764483
1600;21817,5147764483
1604;21890,0087149665
1606;21923,2970356711
1610;22002,6958391988
1614;22058,282251718
1621;22166,8501947502
1629;22313,6727357654
1631;22343,6582962422
1633;22384,3294605739
1637;22447,7727853567
1640;22497,8824626045
1644;22570,1748844995
1648;22628,4126422377
1652;22695,7808972982
1653;22708,4333291035
1654;22728,4333291035
1663;22873,0223025774
1673;23047,6201316631
1674;23057,6201316631
1675;23067,6201316631
1676;23087,6201316631
1686;23267,7903893576
1687;23277,7903893576
1696;23435,2281892669
1697;23453,6018765966
1703;23553,3115714081
1704;23573,3115714081
1705;23583,3115714081
1707;23640,2821849279
1709;23710,0262203904
1713;23720,0262203904
1714;23730,0262203904
1715;23750,0262203904
1716;23768,5336334978
1719;23825,4430768925
1721;23845,4430768925
1725;23907,861418402
1727;23940,6936042489
1729;23983,077836092
1732;24060,3030492259
1734;24060,3030492259
1735;24070,3030492259
1744;24283,8570505274
1747;24283,8570505274
1750;24392,2616117149
1752;24362,4475639649
1754;24402,2616117149
1757;24442,9017969037
1758;24462,9017969037
1762;24539,7535106816
1765;24641,9742280856
1769;24641,9742280856
1773;24709,0522654972
1786;24943,3842243475
1791;25019,7417744401
1792;25052,2090862951
1795;25159,4867677964
1799;25159,4867677964
1801;25200,7481808653
1802;25200,7481808653
1803;25220,7481808653
1809;25334,2083982283
1811;25334,2083982283
1812;25354,2083982283
1813;25373,1115694472
1817;25444,5564508338
1818;25454,5564508338
1823;25534,2425760213
1826;25630,679964797
1829;25630,679964797
1830;25650,679964797
1833;25740,8174977428
1835;25740,8174977428
1841;25850,1024561987
1846;25931,6615598455
1848;25968,6911967011
1852;26034,4510638213
1853;26042,3762183713
1854;26059,3386571877
1855;26088,229800724
1856;26086,9507427311
1857;26108,229800724
1859;26143,0853563428
1860;26153,0853563428
1863;26216,242594571
1864;26223,1353735088
1866;26253,8138602601
1867;26274,4830209772
1868;26284,4830209772
1870;26322,0193094988
1873;26414,0562016856
1876;26430,1290552895
1880;26495,0116397785
1881;26505,0116397785
1882;26527,1397894665
1889;26644,5169720004
1893;26706,0928633441
1894;26716,0928633441
1895;26812,9278033557
1900;26810,2615784884
1901;26829,3004169767
1904;26906,4848671868
1905;26884,6604121372
1909;26962,0824130175
1912;27036,8036028516
1914;27036,8036028516
1918;27092,4740311616
1920;27148,5963100813
1921;27148,5963100813
1922;27158,5963100813
1924;27194,4313945989
1925;27264,3420562431
1927;27296,7862645675
1928;27264,3420562431
1930;27296,7862645675
1933;27342,6459027064
1934;27389,0402284228
1936;27393,8143929123
1937;27413,8143929123
1939;27452,7450417227
1940;27462,7450417227
1941;27482,7450417227
1942;27503,7475825759
1943;27527,0694239798
1944;27538,5998847837
1949;27615,6710380172
1950;27625,3578633677
1952;27659,1266764682
1958;27752,1607281093
1959;27762,1607281093
1962;27801,8719308109
1965;27855,8140862695
1968;27910,697473899
1975;28023,1788058726
1976;28033,1788058726
1977;28043,1788058726
1978;28069,6262993228
1981;28109,0862174057
1984;28156,2157476577
1985;28179,4212184088
1990;28271,5069960247
1991;28281,5069960247
1993;28308,7012103732
1994;28340,1548411042
1995;28350,1548411042
1996;28360,1548411042
1998;28396,1426182054
2000;28430,190687022
2001;28440,190687022
2002;28457,5616506457
2005;28537,3668931101
2006;28533,1645202053
2007;28537,3668931101
2010;28584,7931189001
2013;28634,5194600241
2014;28654,5194600241
2016;28680,4888028233
2019;28727,7227868743
2021;28768,9784441879
2022;28774,4488348639
2023;28794,4488348639
2028;28871,6444722963
2032;28978,6458666974
2034;28964,8450250827
2035;28978,6458666974
2036;28989,1677275166
2040;29098,6366762662
2043;29108,6366762662
2044;29121,2105749356
2048;29177,7144804281
2051;29232,2900138301
2055;29292,0245300344
2056;29363,3584327605
2059;29363,3584327605
2060;29373,3584327605
2063;29428,7038589945
2066;29474,4336103924
2067;29484,4336103924
2070;29528,6192059356
2077;29642,5488072189
2078;29666,130849146
2079;29684,3151406983
2081;29704,3151406983
2082;29732,1815308311
2083;29742,1815308311
2086;29798,2277156219
2089;29863,5368130436
2090;29862,4564605207
2091;29872,4564605207
2093;29908,1364523356
2094;29918,1364523356
2096;29957,7561537328
2097;29967,7561537328
2100;30017,9804539537
2103;30053,0834641335
2105;30086,3969606593
2106;30096,3969606593
2110;30158,54329104
2111;30168,54329104
2114;30226,1184807912
2117;30262,690221066
2120;30354,6603377827
2122;30352,9803716819
2123;30352,9803716819
2124;30380,4685049479
2128;30429,4347955235
2133;30515,6634011833
2134;30525,6634011833
2135;30547,9187194396
2136;30557,9187194396
2140;30628,2811256149
2141;30667,3221524322
2143;30667,3221524322
2145;30706,6065649702
2146;30716,6065649702
2148;30757,1832411511
2151;30802,5697021295
2157;30890,3396146057
2159;30918,4259842094
2160;30935,0410629187
2164;31012,8463089344
2165;31022,9984995507
2166;31038,3241263637
2170;31100,3879111022
2171;31110,3879111022
2172;31120,3879111022
2173;31143,54870102
2176;31195,9895784251
2177;31200,2838759495
2178;31220,2838759495
2181;31265,9727233196
2182;31367,2941085846
2183;31295,4317829934
2185;31328,5694954364
2186;31348,5694954364
2187;31367,2941085846
2192;31431,022103539
2193;31455,2030139949
2199;31607,6031425167
2200;31554,4865555607
2201;31582,3635494782
2202;31582,3635494782
2204;31607,6031425167
2209;31695,0826645946
2210;31695,0826645946
2211;31705,0826645946
2212;31732,5765888159
2213;31742,5765888159
2215;31774,4434364252
2217;31797,1310075582
2219;31831,8936437589
2221;31861,8177548018
2222;31871,8177548018
2227;32028,5152811148
2229;31985,7097032654
2230;31998,6684879759
2232;32028,5152811148
2235;32138,1164357008
2241;32177,987061248
2245;32225,7632568058
2246;32252,6045440764
2247;32262,6045440764
2248;32275,4293701471
2250;32308,6391619279
2255;32379,3041653943
2256;32389,3041653943
2257;32408,6592278325
2258;32419,3041653943
2259;32444,5477931239
2260;32454,5477931239
2261;32464,5477931239
2262;32514,6211336622
